PrimarySupervisor,CreatedDate,JobType,Supervisee,Supervisor,Creator,Term,Positionc,Hour,Form_ID,start,endD,note
,2020-05-27 15:24:42.830000000,Primary,B00715728,B00626036,thomasmi,Fall 2020,S56305,15,24395,2020-08-18 00:00:00,,remote pending AB
,2020-05-27 15:27:03.827000000,Primary,B00744286,B00626036,thomasmi,Fall 2020,S56305,15,24396,2020-08-18 00:00:00,,remote pending AB
,2020-05-27 15:28:44.593000000,Primary,B00718177,B00626036,thomasmi,Fall 2020,S25144,15,24398,2020-08-18 00:00:00,,
,2020-05-27 15:29:12.660000000,Primary,B00760723,B00626036,thomasmi,Fall 2020,S56306,10,24399,2020-08-18 00:00:00,,
,2020-05-27 15:31:15.413000000,Primary,B00724566,B00626036,thomasmi,Fall 2020,S83111,15,24400,2020-08-18 00:00:00,,
,2020-05-27 15:32:58.530000000,Primary,B00743440,B00626036,thomasmi,Fall 2020,S07215,12,24402,2020-08-18 00:00:00,,
,2020-06-03 10:29:19.340000000,Primary,B00723204,B00290531,hochj,Summer 2020,S83406,35,24409,2020-06-03 00:00:00,,
,2020-06-08 14:55:53.097000000,Primary,B00709224,B00137924,rosenbarkerl,Fall 2020,SNOLAB,10,24419,2020-08-18 00:00:00,,
,2020-06-08 14:56:25.413000000,Primary,B00709608,B00137924,rosenbarkerl,Fall 2020,SNOLAB,10,24420,2020-08-18 00:00:00,,
,2020-06-08 14:56:55.780000000,Primary,B00700262,B00137924,rosenbarkerl,Fall 2020,SNOLAB,10,24421,2020-08-18 00:00:00,,
,2020-06-08 14:57:29.877000000,Primary,B00692507,B00137924,rosenbarkerl,Fall 2020,SNOLAB,10,24422,2020-08-18 00:00:00,,
,2020-06-08 14:57:56.927000000,Primary,B00720258,B00137924,rosenbarkerl,Fall 2020,SNOLAB,10,24423,2020-08-18 00:00:00,,
,2020-06-08 14:58:27.180000000,Primary,B00709110,B00137924,rosenbarkerl,Fall 2020,SNOLAB,10,24424,2020-08-18 00:00:00,,
,2020-06-08 14:59:25.710000000,Primary,B00678961,B00137924,rosenbarkerl,Fall 2020,SNOLAB,10,24426,2020-08-18 00:00:00,,
,2020-06-08 15:05:52.417000000,Primary,B00720452,B00137924,rosenbarkerl,Fall 2020,S59112,15,24431,2020-08-18 00:00:00,,
,2020-06-08 15:08:42.703000000,Primary,B00731889,B00010162,rosenbarkerl,Fall 2020,S85319,10,24434,2020-08-18 00:00:00,,Remote pending - sw

,2020-06-08 15:09:45.003000000,Primary,B00720128,B00382697,rosenbarkerl,Fall 2020,S85319,10,24435,2020-08-18 00:00:00,,
,2020-06-13 13:45:39.597000000,Primary,B00730366,B00498536,hochj,Fall 2020,S84207,15,24440,2020-08-18 00:00:00,,
,2020-06-13 13:46:31.130000000,Primary,B00713214,B00498536,hochj,Fall 2020,S84207,10,24441,2020-08-18 00:00:00,,
,2020-06-15 10:01:57.737000000,Primary,B00759134,B00762403,cornettt2,Fall 2020,S19313,15,24446,2020-08-18 00:00:00,,
,2020-06-15 10:02:31.700000000,Primary,B00737184,B00762403,cornettt2,Fall 2020,S19314,20,24447,2020-08-18 00:00:00,,
,2020-06-16 17:24:03.157000000,Primary,B00741446,B00746899,johnsonm2,Fall 2020,S97004,15,24453,2020-08-18 00:00:00,,
B00517316,2020-06-16 18:16:50.230000000,Secondary,B00759110,B00746899,johnsonm2,Fall 2020,S96401,5,24455,2020-08-18 00:00:00,,
,2020-06-16 18:18:16.520000000,Primary,B00716976,B00746899,johnsonm2,Fall 2020,S96500,15,24456,2020-08-18 00:00:00,,
,2020-06-16 18:28:40.933000000,Primary,B00729227,B00746899,johnsonm2,Fall 2020,S96401,15,24458,2020-08-18 00:00:00,,
,2020-06-16 18:33:35.837000000,Primary,B00684910,B00746899,johnsonm2,Fall 2020,S96401,15,24460,2020-08-18 00:00:00,,
,2020-06-17 12:03:27.803000000,Primary,B00727809,B00664316,adamsch,Fall 2020,S85209,10,24464,2020-08-18 00:00:00,,
B00336842,2020-06-17 16:03:43.947000000,Secondary,B00750250,B00746899,johnsonm2,Fall 2020,S65402,5,24465,2020-08-18 00:00:00,,
B00687773,2020-06-17 16:06:05.567000000,Secondary,B00751145,B00746899,johnsonm2,Fall 2020,S96301,5,24466,2020-08-18 00:00:00,,
,2020-06-18 10:54:35.437000000,Primary,B00759135,B00720213,riddellt,Summer 2020,S51111,300,24467,2020-06-18 00:00:00,,
,2020-06-19 15:37:54.167000000,Primary,B00758318,B00660508,claverel,Fall 2020,S06161,10,24470,2020-08-18 00:00:00,,
,2020-06-19 18:24:02.607000000,Primary,B00751364,B00670644,houstonl,Fall 2020,S71221,10,24471,2020-08-18 00:00:00,,Remote pending - sw
,2020-06-19 18:24:35.113000000,Primary,B00743478,B00670644,houstonl,Fall 2020,S71221,10,24472,2020-08-18 00:00:00,,
,2020-06-21 11:13:19.947000000,Primary,B00722527,B00498536,hochj,Fall 2020,S84207,10,24475,2020-08-18 00:00:00,,
,2020-06-22 15:59:09.297000000,Primary,B00739675,B00319655,howardja,Fall 2020,S29120,10,24476,2020-08-18 00:00:00,,
,2020-06-23 11:55:17.023000000,Primary,B00754116,B00517316,meyerj,Fall 2020,S09302,12,24479,2020-08-18 00:00:00,,
,2020-07-01 08:48:00.780000000,Primary,B00753276,B00620057,adamse,Fall 2020,S15331,15,24484,2020-08-18 00:00:00,,
,2020-07-06 13:31:50.907000000,Primary,B00735006,B00388022,schillh,Fall 2020,S51234,15,24486,2020-08-18 00:00:00,,remote pending -AB
,2020-07-06 14:10:56.083000000,Primary,B00762761,B00274061,longk,Fall 2020,S37224,10,24487,2020-08-18 00:00:00,,
,2020-07-07 11:31:06.523000000,Primary,B00759120,B00734364,Douint,Fall 2020,S43210,10,24488,2020-08-18 00:00:00,,
,2020-07-07 16:06:30.637000000,Primary,B00731809,B00712558,bullensk,Fall 2020,S51208,10,24493,2020-08-18 00:00:00,,
,2020-07-07 16:57:46.927000000,Primary,B00719286,B00700419,dickersonj,Fall 2020,S21702,10,24494,2020-08-18 00:00:00,,
,2020-07-07 16:58:21.013000000,Primary,B00744041,B00700419,dickersonj,Fall 2020,S21701,10,24495,2020-08-18 00:00:00,,
,2020-07-07 16:58:53.653000000,Primary,B00737677,B00700419,dickersonj,Fall 2020,S21701,10,24496,2020-08-18 00:00:00,,Remote pending - sw
,2020-07-08 08:05:54.437000000,Primary,B00739111,B00720213,riddellt,Summer 2020,S51111,110,24500,2020-07-08 00:00:00,,
,2020-07-08 09:51:31.640000000,Primary,B00691123,B00313139,phelpss,Fall 2020,S45215,10,24503,2020-08-18 00:00:00,,
B00738955,2020-07-08 12:37:01.367000000,Secondary,B00750760,B00499568,crawfordla,Fall 2020,S85198,5,24505,2020-08-18 00:00:00,,
B00670814,2020-07-08 13:42:15.567000000,Secondary,B00738124,B00650124,crawfordla,Fall 2020,S85200,10,24506,2020-08-18 00:00:00,,
B00665993,2020-07-08 16:41:58.723000000,Secondary,B00759095,B00496178,hochj,Fall 2020,S83406,5,24507,2020-08-18 00:00:00,,Remote pending - sw

,2020-07-09 06:10:14.387000000,Primary,B00742810,B00746559,riddellt,Fall 2020,S51208,10,24508,2020-08-18 00:00:00,,
B00615289,2020-07-09 13:09:55.773000000,Secondary,B00725215,B00498536,hochj,Fall 2020,S83406,5,24510,2020-08-11 00:00:00,,
,2020-07-09 20:15:06.483000000,Primary,B00725411,B00614425,veillettem,Summer 2020,S85345,200,24511,2020-07-13 00:00:00,,
,2020-07-10 05:12:50.573000000,Primary,B00654719,B00679959,stormsisaacsa,Fall 2020,S83246,20,24512,2020-08-11 00:00:00,,
,2020-07-10 05:17:01.873000000,Primary,B00755671,B00679959,stormsisaacsa,Fall 2020,S51208,10,24515,2020-08-11 00:00:00,,
B00739731,2020-07-10 10:31:11.630000000,Secondary,B00718271,B00764683,catronc,Fall 2020,S85343,5,24516,2020-08-11 00:00:00,,
,2020-07-10 10:32:08.363000000,Primary,B00719559,B00764683,catronc,Fall 2020,S85343,10,24517,2020-08-11 00:00:00,,
,2020-07-10 10:36:12.670000000,Primary,B00750422,B00364667,reedd,Fall 2020,S39408,10,24518,2020-08-11 00:00:00,,
,2020-07-10 15:42:22.783000000,Primary,B00742592,B00678386,johnsonhe,Fall 2020,S37504,10,24520,2020-08-11 00:00:00,,
,2020-07-10 15:43:32.243000000,Primary,B00699888,B00678386,johnsonhe,Fall 2020,S37505,12,24521,2020-08-11 00:00:00,,
,2020-07-10 16:05:42.637000000,Primary,B00725215,B00615289,broomfields,Fall 2020,S25446,10,24522,2020-08-11 00:00:00,,
,2020-07-10 17:29:41.790000000,Primary,B00691703,B00631491,burnsider,Fall 2020,S17111,15,24524,2020-08-11 00:00:00,,
,2020-07-12 14:55:19.097000000,Primary,B00732129,B00473030,saundersc,Fall 2020,S77112,15,24525,2020-08-11 00:00:00,,
B00415031,2020-07-13 11:36:52.260000000,Secondary,B00727350,B00700386,sowersn,Fall 2020,S23298,5,24527,2020-08-11 00:00:00,,Remote pending - sw
B00626036,2020-07-13 11:39:17.650000000,Secondary,B00760723,B00700386,sowersn,Fall 2020,S23298,5,24528,2020-08-11 00:00:00,,Remote pending - sw
B00415031,2020-07-13 11:48:34.173000000,Secondary,B00759136,B00700386,sowersn,Fall 2020,S23298,5,24529,2020-08-11 00:00:00,,Remote pending - sw
,2020-07-13 12:03:30.883000000,Primary,B00728846,B00190823,smithro,Fall 2020,S85294,12,24530,2020-08-11 00:00:00,,
,2020-07-13 12:53:57.357000000,Primary,B00724522,B00526508,mendelreyesm,Fall 2020,S91409,10,24531,2020-08-11 00:00:00,,
B00680388,2020-07-13 14:14:32.210000000,Secondary,B00744029,B00496178,hochj,Fall 2020,S83406,5,24533,2020-08-11 00:00:00,,
,2020-07-13 14:56:32.657000000,Primary,B00725411,B00614425,veillettem,Fall 2020,S85345,10,24535,2020-08-11 00:00:00,,
,2020-07-13 14:58:37.227000000,Primary,B00658528,B00627970,holmesj,Fall 2020,S49212,10,24536,2020-08-11 00:00:00,,
,2020-07-13 15:09:20.357000000,Primary,B00737845,B00614425,veillettem,Fall 2020,S85289,10,24537,2020-08-11 00:00:00,,
B00509447,2020-07-13 15:45:56.607000000,Secondary,B00756680,B00510551,hochj,Fall 2020,S83406,5,24538,2020-08-11 00:00:00,,
,2020-07-13 15:56:19.713000000,Primary,B00724085,B00680207,ashb,Summer 2020,S84150,20,24539,2020-07-13 00:00:00,,This form has been processed.  -AB
,2020-07-13 16:30:34.693000000,Primary,B00740930,B00670023,robbinsd,Fall 2020,S39418,15,24540,2020-08-11 00:00:00,,
,2020-07-14 08:57:44.950000000,Primary,B00723444,B00660171,buenrostroa,Fall 2020,S61224,15,24543,2020-08-11 00:00:00,,
,2020-07-14 09:01:04.290000000,Primary,B00751211,B00660171,buenrostroa,Fall 2020,S49417,15,24547,2020-08-11 00:00:00,,Student does not show up on master list. AB Check if this department is the same that put in remote request AB
,2020-07-14 09:11:20.763000000,Primary,B00720295,B00738955,buenrostroa,Fall 2020,S81224,15,24548,2020-08-11 00:00:00,,
,2020-07-14 09:25:04.537000000,Primary,B00731904,B00660111,buenrostroa,Fall 2020,S81112,10,24549,2020-08-11 00:00:00,,
,2020-07-14 09:25:47.310000000,Primary,B00738286,B00660111,buenrostroa,Fall 2020,S81109,10,24550,2020-08-11 00:00:00,,remote work requested
,2020-07-14 09:26:25.310000000,Primary,B00733947,B00660111,buenrostroa,Fall 2020,S81109,10,24551,2020-08-11 00:00:00,,remote work requested
,2020-07-14 09:27:04.103000000,Primary,B00740825,B00660111,buenrostroa,Fall 2020,S81112,10,24552,2020-08-11 00:00:00,,remote work requested
,2020-07-14 09:46:45.873000000,Primary,B00750414,B00761207,raberb,Fall 2020,S61335,10,24553,2020-08-11 00:00:00,,remote pending -AB
,2020-07-14 09:47:01.083000000,Primary,B00746237,B00473030,buenrostroa,Fall 2020,S77111,15,24554,2020-08-11 00:00:00,,
,2020-07-14 09:47:16.717000000,Primary,B00753450,B00761207,raberb,Fall 2020,S61335,15,24555,2020-08-11 00:00:00,,remote submitted AB
,2020-07-14 09:49:07.220000000,Primary,B00747214,B00761207,raberb,Fall 2020,S61335,10,24557,2020-08-11 00:00:00,,
,2020-07-14 09:49:37.053000000,Primary,B00732388,B00761207,raberb,Fall 2020,S61335,10,24558,2020-08-11 00:00:00,,remote pending AB
B00718691,2020-07-14 09:50:47.640000000,Secondary,B00723095,B00761207,raberb,Fall 2020,S61335,5,24560,2020-08-11 00:00:00,,remote pending AB
,2020-07-14 09:51:24.073000000,Primary,B00722040,B00761207,raberb,Fall 2020,S61335,15,24561,2020-08-11 00:00:00,,remote pending AB
,2020-07-14 09:51:52.480000000,Primary,B00739012,B00761207,raberb,Fall 2020,S61335,10,24562,2020-08-11 00:00:00,,remote pending AB
,2020-07-14 09:53:43.630000000,Primary,B00724284,B00761207,raberb,Fall 2020,S61317,15,24564,2020-08-11 00:00:00,,remote pending AB
,2020-07-14 10:00:18.727000000,Primary,B00734402,B00761207,raberb,Fall 2020,S61335,15,24565,2020-08-11 00:00:00,,remote pending Ab
,2020-07-14 10:00:52.790000000,Primary,B00755683,B00761207,raberb,Fall 2020,S61335,10,24566,2020-08-11 00:00:00,,remote pending AB
,2020-07-14 10:01:21.103000000,Primary,B00723204,B00761207,raberb,Fall 2020,S61317,15,24567,2020-08-11 00:00:00,,remote pending AB
,2020-07-14 11:25:45.080000000,Primary,B00756938,B00606676,holtd,Summer 2020,S77111,40,24569,2020-07-29 00:00:00,,
B00364667,2020-07-14 11:26:47.110000000,Secondary,B00751514,B00682506,caudillsar,Fall 2020,S50104,5,24570,2020-08-11 00:00:00,,
,2020-07-14 11:26:54.830000000,Primary,B00731038,B00606676,holtd,Summer 2020,S77112,40,24571,2020-07-29 00:00:00,,
,2020-07-14 11:27:52.163000000,Primary,B00750871,B00606676,holtd,Summer 2020,S77111,40,24572,2020-07-29 00:00:00,,
,2020-07-14 11:29:32.473000000,Primary,B00745525,B00606676,holtd,Summer 2020,S77111,40,24574,2020-07-29 00:00:00,,
,2020-07-14 13:27:31.350000000,Primary,B00735688,B00137669,williamsc,Fall 2020,S85308,15,24575,2020-08-11 00:00:00,,
,2020-07-14 14:25:34.807000000,Primary,B00713037,B00124850,arrittm,Fall 2020,S49115,10,24576,2020-08-11 00:00:00,,
,2020-07-14 14:36:58.193000000,Primary,B00737626,B00774117,buenrostroa,Fall 2020,S77112,15,24577,2020-08-11 00:00:00,,
,2020-07-14 14:37:48.267000000,Primary,B00731038,B00606676,buenrostroa,Fall 2020,S77112,15,24578,2020-08-11 00:00:00,,
,2020-07-14 14:38:50.347000000,Primary,B00753197,B00774117,buenrostroa,Fall 2020,S77111,15,24579,2020-08-11 00:00:00,,
,2020-07-14 14:40:40.183000000,Primary,B00751878,B00680771,buenrostroa,Fall 2020,S77111,15,24580,2020-08-11 00:00:00,,
,2020-07-14 14:45:21.363000000,Primary,B00712360,B00336842,nicholsa,Summer 2020,S83209,50,24581,2020-08-03 00:00:00,,
,2020-07-14 16:03:47.420000000,Primary,B00709609,B00315050,linvillej,Fall 2020,S83312,15,24590,2020-08-11 00:00:00,,
,2020-07-14 16:04:39.973000000,Primary,B00714082,B00315050,linvillej,Fall 2020,S07370,12,24591,2020-08-11 00:00:00,,
,2020-07-14 16:05:33.323000000,Primary,B00719955,B00315050,linvillej,Fall 2020,S19212,12,24592,2020-08-11 00:00:00,,
,2020-07-14 16:06:10.520000000,Primary,B00728597,B00315050,linvillej,Fall 2020,S07370,10,24593,2020-08-11 00:00:00,,
,2020-07-14 16:31:41.020000000,Primary,B00739111,B00076682,cochranea,Fall 2020,S41122,10,24595,2020-08-11 00:00:00,,
,2020-07-14 16:32:24.933000000,Primary,B00746722,B00076682,cochranea,Fall 2020,S41121,10,24596,2020-08-11 00:00:00,,
,2020-07-14 17:11:34.813000000,Primary,B00720319,B00521162,buenrostroa,Fall 2020,S64104,15,24597,2020-08-11 00:00:00,,remote pending AB
,2020-07-14 17:12:20.283000000,Primary,B00753407,B00521162,buenrostroa,Fall 2020,S49216,10,24598,2020-08-11 00:00:00,,remote pending AB
,2020-07-15 07:19:31.493000000,Primary,B00728048,B00734408,glenna,Fall 2020,S09317,10,24599,2020-08-11 00:00:00,,
B00076682,2020-07-15 07:22:27.717000000,Secondary,B00754177,B00326930,Harnedb,Fall 2020,S09414,5,24600,2020-08-11 00:00:00,,
B00388022,2020-07-15 08:41:24.740000000,Secondary,B00749980,B00700386,sowersn,Fall 2020,S23298,5,24601,2020-08-11 00:00:00,,remote pending AB
,2020-07-15 10:18:23.063000000,Primary,B00743717,B00257828,halll2,Summer 2020,S84150,26,24602,2020-08-04 00:00:00,,
,2020-07-15 10:19:42.353000000,Primary,B00746224,B00758910,buenrostroa,Fall 2020,S84150,12,24603,2020-08-11 00:00:00,,remote pending AB
,2020-07-15 10:21:28.837000000,Primary,B00725215,B00615289,halll2,Summer 2020,S85322,26,24604,2020-08-04 00:00:00,,
,2020-07-15 10:25:45.847000000,Primary,B00756261,B00040700,buenrostroa,Fall 2020,S84150,12,24605,2020-08-11 00:00:00,,remote pending AB
,2020-07-15 10:29:45.467000000,Primary,B00753495,B00655899,buenrostroa,Fall 2020,S84150,12,24606,2020-08-11 00:00:00,,
,2020-07-15 12:15:12.793000000,Primary,B00735072,B00614899,mechamn,Fall 2020,S85308,10,24607,2020-08-11 00:00:00,,remote pending -AB
,2020-07-15 14:48:17.287000000,Primary,B00725173,B00637064,guthmanj,Fall 2020,S37148,10,24608,2020-08-11 00:00:00,,remote pending AB
,2020-07-15 15:17:20.583000000,Primary,B00721217,B00774117,malsamk,Fall 2020,S77111,15,24612,2020-08-11 00:00:00,,
,2020-07-15 15:17:41.250000000,Primary,B00753428,B00473030,saundersc,Fall 2020,S77111,15,24613,2020-08-11 00:00:00,,
,2020-07-15 15:50:20.687000000,Primary,B00746280,B00680771,hollandr,Fall 2020,S77111,15,24615,2020-08-11 00:00:00,,
,2020-07-15 17:38:35.617000000,Primary,B00739113,B00614425,veillettem,Fall 2020,S87142,10,24617,2020-08-11 00:00:00,,
B00391652,2020-07-15 18:09:36.640000000,Secondary,B00730783,B00764683,catronc,Fall 2020,S85343,5,24618,2020-08-11 00:00:00,,
,2020-07-16 08:09:17.287000000,Primary,B00728365,B00687855,buenrostroa,Fall 2020,S85284,10,24619,2020-08-11 00:00:00,,remote pending AB
,2020-07-16 08:55:40.280000000,Primary,B00751726,B00326930,buenrostroa,Fall 2020,S09110,12,24622,2020-08-11 00:00:00,,
,2020-07-16 08:58:37.727000000,Primary,B00641823,B00687001,crawfordla,Fall 2020,S85199,10,24623,2020-08-11 00:00:00,,
,2020-07-16 09:13:19.427000000,Primary,B00734814,B00687001,buenrostroa,Fall 2020,S85200,10,24624,2020-08-11 00:00:00,,
,2020-07-16 09:24:14.170000000,Primary,B00709478,B00664316,buenrostroa,Fall 2020,S85209,10,24625,2020-08-11 00:00:00,,
,2020-07-16 09:32:02.270000000,Primary,B00754164,B00683054,buenrostroa,Fall 2020,S57138,15,24626,2020-08-11 00:00:00,,remote pending AB
,2020-07-16 09:40:10.103000000,Primary,B00758013,B00698696,elliottm,Fall 2020,S07142,10,24627,2020-08-11 00:00:00,,
,2020-07-16 10:31:06.570000000,Primary,B00755515,B00719949,riddellt,Fall 2020,S51112,10,24628,2020-08-11 00:00:00,,
,2020-07-16 13:52:54.420000000,Primary,B00731920,B00344945,dandeneaug,Fall 2020,S58416,12,24629,2020-08-11 00:00:00,,remote pending -AB
,2020-07-16 19:44:02.380000000,Primary,B00733547,B00695818,jonessa,Fall 2020,S85294,10,24630,2020-08-11 00:00:00,,remote pending AB
,2020-07-17 10:55:01.300000000,Primary,B00751121,B00517316,meyerj,Fall 2020,S09110,12,24631,2020-08-11 00:00:00,,
,2020-07-17 11:04:09.733000000,Primary,B00716699,B00397367,gergenj,Fall 2020,S35130,10,24632,2020-08-11 00:00:00,,
,2020-07-17 11:05:09.833000000,Primary,B00739608,B00397367,gergenj,Fall 2020,S35129,10,24633,2020-08-11 00:00:00,,
,2020-07-17 11:49:21.233000000,Primary,B00720095,B00517316,meyerj,Fall 2020,S09414,12,24636,2020-08-11 00:00:00,,
,2020-07-20 06:13:17.383000000,Primary,B00744032,B00757917,riddellt,Summer 2020,S51111,95,24637,2020-07-20 00:00:00,,
,2020-07-20 09:14:03.847000000,Primary,B00743137,B00336842,nicholsa,Summer 2020,S19203,8,24638,2020-08-10 00:00:00,,
,2020-07-20 09:14:41.047000000,Primary,B00721979,B00336842,nicholsa,Summer 2020,S19203,8,24639,2020-08-10 00:00:00,,
,2020-07-20 09:34:45.320000000,Primary,B00716110,B00762695,millere2,Fall 2020,S95401,10,24640,2020-08-11 00:00:00,,
,2020-07-20 10:42:38.607000000,Primary,B00757850,B00625939,shupea,Fall 2020,S31102,10,24641,2020-08-11 00:00:00,,remote pending AB
B00746899,2020-07-20 11:05:01.237000000,Secondary,B00709000,B00749991,elliottm,Fall 2020,S07218,5,24642,2020-08-11 00:00:00,,
B00571917,2020-07-21 09:15:11.247000000,Secondary,B00735346,B00344975,magnerl,Fall 2020,S45304,5,24645,2020-08-11 00:00:00,,
B00615289,2020-07-21 10:04:30.090000000,Secondary,B00725215,B00498536,hochj,Fall 2020,S83406,5,24646,2020-08-11 00:00:00,,
B00509447,2020-07-23 09:20:53.957000000,Secondary,B00719564,B00667317,riddellt,Fall 2020,S57223,5,24649,2020-08-11 00:00:00,,
,2020-07-23 10:51:19.167000000,Primary,B00738008,B00250223,cumminsc,Fall 2020,S07408,12,24650,2020-08-11 00:00:00,,
B00712966,2020-07-23 10:52:09.193000000,Secondary,B00759133,B00313139,phelpss,Fall 2020,S45215,5,24651,2020-08-11 00:00:00,,
,2020-07-23 10:52:10.610000000,Primary,B00710356,B00250223,cumminsc,Fall 2020,S07408,12,24652,2020-08-11 00:00:00,,
,2020-07-23 10:53:08.597000000,Primary,B00752282,B00250223,cumminsc,Fall 2020,S07272,12,24653,2020-08-11 00:00:00,,
,2020-07-23 10:53:43.047000000,Primary,B00756868,B00250223,cumminsc,Fall 2020,S07272,12,24654,2020-08-11 00:00:00,,
,2020-07-23 10:54:19.690000000,Primary,B00755519,B00250223,cumminsc,Fall 2020,S07272,12,24655,2020-08-11 00:00:00,,
,2020-07-23 14:23:34.963000000,Primary,B00728664,B00718691,grzimekv,Fall 2020,S83215,10,24656,2020-08-11 00:00:00,,
B00391652,2020-07-23 17:00:57.183000000,Secondary,B00720049,B00749926,harrelle,Fall 2020,S49125,5,24657,2020-08-11 00:00:00,,
,2020-07-24 09:44:11.643000000,Primary,B00745663,B00618036,halll2,Fall 2020,S84150,12,24658,2020-08-11 00:00:00,,
,2020-07-24 11:28:39.890000000,Primary,B00723528,B00696137,ashb,Fall 2020,S84150,10,24660,2020-08-11 00:00:00,,remote pending AB
,2020-07-25 18:38:24.747000000,Primary,B00751451,B00763017,jonessa,Fall 2020,S85293,10,24662,2020-08-11 00:00:00,,remote pending AB
,2020-07-25 18:39:15.690000000,Primary,B00724711,B00763017,jonessa,Fall 2020,S85293,10,24663,2020-08-11 00:00:00,,
,2020-07-26 12:50:29.120000000,Primary,B00725223,B00738955,howards2,Summer 2020,S97001,30,24671,2020-08-04 00:00:00,,
,2020-07-26 12:51:03.680000000,Primary,B00716482,B00738955,howards2,Summer 2020,S83208,30,24672,2020-08-04 00:00:00,,
,2020-07-27 08:18:13.690000000,Primary,B00753711,B00667317,riddellt,Fall 2020,S57223,10,24683,2020-08-11 00:00:00,,
,2020-07-27 11:43:36.280000000,Primary,B00751363,B00190052,williamsc,Fall 2020,S57205,10,24703,2020-08-11 00:00:00,,student not on master list follow up -AB
B00763439,2020-07-27 13:27:50.793000000,Secondary,B00737920,B00649697,magnerl,Fall 2020,S85297,5,24705,2020-08-11 00:00:00,,
B00494486,2020-07-28 08:14:47.070000000,Secondary,B00726807,B00710864,thompsonz,Fall 2020,S67313,5,24706,2020-08-11 00:00:00,,remote pending AB
,2020-07-28 08:22:36.533000000,Primary,B00726807,B00494486,darsta,Fall 2020,S01037,15,24707,2020-08-11 00:00:00,,remote pending AB
,2020-07-28 08:36:13.803000000,Primary,B00767976,B00752306,willisk,Fall 2020,S61324,10,24708,2020-08-11 00:00:00,,
,2020-07-28 08:36:40.683000000,Primary,B00762984,B00752306,willisk,Fall 2020,S61324,10,24709,2020-08-11 00:00:00,,
,2020-07-28 08:38:07.837000000,Primary,B00758523,B00325967,cookb,Fall 2020,S37203,10,24710,2020-08-11 00:00:00,,
,2020-07-28 09:29:14.630000000,Primary,B00763376,B00670023,robbinsd,Fall 2020,S39416,10,24711,2020-08-11 00:00:00,,
,2020-07-28 09:30:43.720000000,Primary,B00767692,B00670023,robbinsd,Fall 2020,S39416,10,24712,2020-08-11 00:00:00,,
,2020-07-28 09:35:38.767000000,Primary,B00761049,B00508721,bonetm,Fall 2020,S35141,10,24713,2020-08-11 00:00:00,,
,2020-07-28 10:13:15.613000000,Primary,B00765808,B00733185,scottl,Fall 2020,S49113,10,24714,2020-08-11 00:00:00,,
,2020-07-28 10:56:24.633000000,Primary,B00749980,B00388022,buenrostroa,Fall 2020,S51924,10,24715,2020-08-11 00:00:00,,
,2020-07-28 11:09:52.553000000,Primary,B00736090,B00625939,buenrostroa,Fall 2020,S05223,15,24716,2020-08-11 00:00:00,,remote pending AB
,2020-07-28 11:32:04.520000000,Primary,B00759808,B00190052,williamsc,Fall 2020,S51133,10,24717,2020-08-11 00:00:00,,
,2020-07-28 11:32:59.393000000,Primary,B00771459,B00190052,williamsc,Fall 2020,S51133,10,24718,2020-08-11 00:00:00,,
,2020-07-28 11:34:10.810000000,Primary,B00764479,B00190052,williamsc,Fall 2020,S51133,10,24719,2020-08-11 00:00:00,,
,2020-07-28 11:34:53.380000000,Primary,B00759615,B00190052,williamsc,Fall 2020,S51133,10,24720,2020-08-11 00:00:00,,
,2020-07-28 12:23:39.947000000,Primary,B00732415,B00687855,heggens,Fall 2020,S85284,10,24725,2020-08-11 00:00:00,,remote pending -AB
,2020-07-28 12:30:45.437000000,Primary,B00765257,B00364667,reedd,Fall 2020,S37190,10,24726,2020-08-11 00:00:00,,
,2020-07-28 12:53:25.480000000,Primary,B00768059,B00679959,riddellt,Fall 2020,S50101,10,24727,2020-08-11 00:00:00,,
,2020-07-28 12:54:00.870000000,Primary,B00759807,B00679959,riddellt,Fall 2020,S50101,10,24728,2020-08-11 00:00:00,,
,2020-07-28 12:54:39.437000000,Primary,B00756720,B00679959,riddellt,Fall 2020,S50101,10,24729,2020-08-11 00:00:00,,
,2020-07-28 12:55:14.883000000,Primary,B00767867,B00679959,riddellt,Fall 2020,S50101,10,24730,2020-08-11 00:00:00,,
,2020-07-28 12:55:50.400000000,Primary,B00764791,B00679959,riddellt,Fall 2020,S50101,10,24731,2020-08-11 00:00:00,,
,2020-07-28 12:56:18.647000000,Primary,B00699347,B00679959,riddellt,Fall 2020,S50101,10,24732,2020-08-11 00:00:00,,
,2020-07-28 12:56:57.520000000,Primary,B00764793,B00679959,riddellt,Fall 2020,S50101,10,24733,2020-08-11 00:00:00,,
,2020-07-28 12:57:28.430000000,Primary,B00764796,B00679959,riddellt,Fall 2020,S50101,10,24734,2020-08-11 00:00:00,,
,2020-07-28 12:58:17.290000000,Primary,B00762696,B00679959,riddellt,Fall 2020,S50101,10,24735,2020-08-11 00:00:00,,
,2020-07-28 12:58:51.970000000,Primary,B00766923,B00679959,riddellt,Fall 2020,S50101,10,24736,2020-08-11 00:00:00,,
,2020-07-28 12:59:51.273000000,Primary,B00764807,B00679959,riddellt,Fall 2020,S50101,10,24737,2020-08-11 00:00:00,,
